"ID","gene"
"cds-WP_016253138.1","NA"
"gene-Y880_RS14700","NA"
"cds-WP_003113144.1","NA"
"gene-Y880_RS14705","NA"
"cds-WP_003091706.1","NA"
"gene-Y880_RS14710","NA"
"cds-WP_016253137.1","NA"
"gene-Y880_RS14715","NA"
"cds-WP_003091709.1","NA"
"gene-Y880_RS14720","NA"
"cds-Y880_RS14720","NA"
"gene-Y880_RS14725","NA"
"cds-WP_016253135.1","NA"
"gene-Y880_RS14730","NA"
"cds-WP_003091710.1","NA"
"gene-Y880_RS14735","NA"
"cds-WP_003091711.1","NA"
"gene-Y880_RS14740","NA"
"cds-Y880_RS14740","NA"
"gene-Y880_RS14745","NA"
"cds-WP_003106204.1","NA"
"gene-Y880_RS14750","NA"
"cds-WP_003119643.1","NA"
"gene-Y880_RS14755","NA"
"cds-WP_003106206.1","NA"
"gene-Y880_RS14760","rfaD"
"cds-WP_079276187.1","rfaD"
"gene-Y880_RS14765","NA"
"cds-WP_003091717.1","NA"
"gene-Y880_RS14770","NA"
"cds-Y880_RS14770","NA"
"gene-Y880_RS14775","NA"
"cds-WP_095866997.1","NA"
"gene-Y880_RS14780","NA"
"cds-WP_095866998.1","NA"
"gene-Y880_RS14785","NA"
"cds-WP_014603949.1","NA"
"gene-Y880_RS14790","NA"
"cds-WP_003091721.1","NA"
"gene-Y880_RS14795","NA"
"cds-WP_003098754.1","NA"
"gene-Y880_RS14800","NA"
"cds-WP_003119637.1","NA"
"gene-Y880_RS14805","recQ"
"cds-WP_003091724.1","recQ"
"gene-Y880_RS14810","NA"
"cds-WP_003109305.1","NA"
"gene-Y880_RS14815","NA"
"cds-WP_003098751.1","NA"
"gene-Y880_RS14820","NA"
"cds-WP_003091727.1","NA"
"gene-Y880_RS14825","NA"
"cds-WP_003091728.1","NA"
"gene-Y880_RS14830","NA"
"cds-WP_003098747.1","NA"
"gene-Y880_RS14835","flgA"
"cds-WP_003098745.1","flgA"
"gene-Y880_RS14840","flgM"
"cds-WP_003098742.1","flgM"
"gene-Y880_RS14845","NA"
"cds-WP_003113135.1","NA"
"gene-Y880_RS14850","NA"
"cds-WP_003119635.1","NA"
"gene-Y880_RS14855","NA"
"cds-WP_003113134.1","NA"
"gene-Y880_RS14860","NA"
"cds-Y880_RS14860","NA"
"gene-Y880_RS14865","NA"
"cds-WP_003119633.1","NA"
"gene-Y880_RS14870","dsdA"
"cds-WP_003119632.1","dsdA"
"gene-Y880_RS14875","NA"
"cds-WP_003119631.1","NA"
"gene-Y880_RS14880","NA"
"cds-WP_079276214.1","NA"
"gene-Y880_RS14885","NA"
"cds-Y880_RS14885","NA"
"gene-Y880_RS14890","NA"
"cds-WP_003098728.1","NA"
"gene-Y880_RS14895","NA"
"cds-WP_003098725.1","NA"
"gene-Y880_RS14900","NA"
"cds-WP_003098722.1","NA"
"gene-Y880_RS14905","NA"
"cds-WP_003452962.1","NA"
"gene-Y880_RS14910","NA"
"cds-WP_003098718.1","NA"
"gene-Y880_RS14915","amiE"
"cds-WP_016253130.1","amiE"
"gene-Y880_RS14920","NA"
"cds-WP_003122406.1","NA"
"gene-Y880_RS14925","NA"
"cds-WP_078452060.1","NA"
"gene-Y880_RS14930","NA"
"cds-WP_095866999.1","NA"
"gene-Y880_RS14935","NA"
"cds-Y880_RS14935","NA"
"gene-Y880_RS14940","NA"
"rna-Y880_RS14940","NA"
"exon-Y880_RS14940-1","NA"
"gene-Y880_RS14945","NA"
"cds-WP_004345177.1","NA"
"gene-Y880_RS14950","NA"
"cds-WP_003113127.1","NA"
"gene-Y880_RS14955","NA"
"cds-WP_003091766.1","NA"
"gene-Y880_RS14960","NA"
"cds-WP_003098706.1","NA"
"gene-Y880_RS14965","NA"
"cds-WP_016253127.1","NA"
"gene-Y880_RS14970","NA"
"cds-Y880_RS14970","NA"
"gene-Y880_RS14975","NA"
"cds-WP_003117563.1","NA"
"gene-Y880_RS14980","phnL"
"cds-WP_003098702.1","phnL"
"gene-Y880_RS14985","phnK"
"cds-WP_003098701.1","phnK"
"gene-Y880_RS14990","NA"
"cds-WP_003098700.1","NA"
"gene-Y880_RS14995","NA"
"cds-WP_016253125.1","NA"
"gene-Y880_RS15000","NA"
"cds-WP_003098698.1","NA"
"gene-Y880_RS15005","phnG"
"cds-Y880_RS15005","phnG"
"gene-Y880_RS15010","phnF"
"cds-WP_016253124.1","phnF"
"gene-Y880_RS15015","phnE"
"cds-WP_003091793.1","phnE"
"gene-Y880_RS15020","phnD"
"cds-WP_003091795.1","phnD"
"gene-Y880_RS15025","phnC"
"cds-WP_003098696.1","phnC"
"gene-Y880_RS15030","NA"
"cds-WP_003091802.1","NA"
"gene-Y880_RS15035","NA"
"cds-WP_004365945.1","NA"
"gene-Y880_RS15040","NA"
"cds-WP_003117561.1","NA"
"gene-Y880_RS15045","tsaA"
"cds-WP_003113115.1","tsaA"
"gene-Y880_RS15050","NA"
"cds-WP_003098690.1","NA"
"gene-Y880_RS15055","NA"
"cds-WP_016253123.1","NA"
"gene-Y880_RS15060","NA"
"cds-WP_004351166.1","NA"
"gene-Y880_RS15065","NA"
"cds-Y880_RS15065","NA"
"gene-Y880_RS15070","NA"
"cds-Y880_RS15070","NA"
"gene-Y880_RS15075","NA"
"cds-WP_016253121.1","NA"
"gene-Y880_RS15080","NA"
"cds-WP_003098680.1","NA"
"gene-Y880_RS15085","NA"
"cds-WP_003091829.1","NA"
"gene-Y880_RS15090","NA"
"cds-WP_003091832.1","NA"
"gene-Y880_RS15095","NA"
"cds-WP_003091833.1","NA"
"gene-Y880_RS15100","NA"
"cds-WP_003098676.1","NA"
"gene-Y880_RS15105","NA"
"cds-WP_003098675.1","NA"
"gene-Y880_RS15110","NA"
"cds-WP_003098671.1","NA"
"gene-Y880_RS15115","NA"
"cds-WP_003091837.1","NA"
"gene-Y880_RS15120","NA"
"cds-WP_003091838.1","NA"
"gene-Y880_RS15125","NA"
"cds-WP_003091839.1","NA"
"gene-Y880_RS15130","NA"
"cds-WP_003113107.1","NA"
"gene-Y880_RS15135","NA"
"cds-WP_003098666.1","NA"
"gene-Y880_RS15140","NA"
"cds-Y880_RS15140","NA"
"gene-Y880_RS15145","NA"
"cds-WP_003091842.1","NA"
"gene-Y880_RS15150","NA"
"cds-WP_003119598.1","NA"
"gene-Y880_RS15155","NA"
"cds-Y880_RS15155","NA"
"gene-Y880_RS15160","NA"
"cds-WP_003107536.1","NA"
"gene-Y880_RS15165","NA"
"cds-WP_003107534.1","NA"
"gene-Y880_RS15170","NA"
"cds-WP_003091850.1","NA"
"gene-Y880_RS15175","NA"
"cds-WP_003091854.1","NA"
"gene-Y880_RS15180","NA"
"cds-Y880_RS15180","NA"
"gene-Y880_RS15185","NA"
"cds-WP_003107529.1","NA"
"gene-Y880_RS15190","NA"
"cds-WP_009313643.1","NA"
"gene-Y880_RS15195","NA"
"cds-WP_015649247.1","NA"
"gene-Y880_RS15200","pdhA"
"cds-WP_003106978.1","pdhA"
"gene-Y880_RS15205","NA"
"cds-WP_003091859.1","NA"
"gene-Y880_RS15210","NA"
"cds-WP_016253117.1","NA"
"gene-Y880_RS15215","NA"
"cds-Y880_RS15215","NA"
"gene-Y880_RS15220","NA"
"cds-WP_003111022.1","NA"
"gene-Y880_RS15225","NA"
"cds-WP_003102337.1","NA"
"gene-Y880_RS15230","NA"
"cds-WP_003119583.1","NA"
"gene-Y880_RS15235","NA"
"cds-WP_003102335.1","NA"
"gene-Y880_RS15240","NA"
"cds-WP_003091873.1","NA"
"gene-Y880_RS15245","NA"
"cds-WP_003091874.1","NA"
"gene-Y880_RS15250","NA"
"cds-WP_003102332.1","NA"
"gene-Y880_RS15255","NA"
"cds-WP_003111018.1","NA"
"gene-Y880_RS15260","NA"
"cds-WP_016253115.1","NA"
"gene-Y880_RS15265","NA"
"cds-WP_003114490.1","NA"
"gene-Y880_RS15270","NA"
"cds-WP_003162304.1","NA"
"gene-Y880_RS15275","NA"
"cds-WP_003091885.1","NA"
"gene-Y880_RS15280","NA"
"cds-WP_003114492.1","NA"
"gene-Y880_RS15285","NA"
"cds-WP_003102319.1","NA"
"gene-Y880_RS15290","NA"
"cds-WP_003102317.1","NA"
"gene-Y880_RS15295","NA"
"cds-WP_016253114.1","NA"
"gene-Y880_RS15300","folE"
"cds-WP_003091896.1","folE"
"gene-Y880_RS15305","NA"
"cds-WP_003091897.1","NA"
"gene-Y880_RS15310","NA"
"cds-WP_003091898.1","NA"
"gene-Y880_RS15315","NA"
"cds-WP_003091899.1","NA"
"gene-Y880_RS15320","NA"
"cds-WP_003091900.1","NA"
"gene-Y880_RS15325","NA"
"cds-WP_016253113.1","NA"
"gene-Y880_RS15330","ssuC"
"cds-WP_003102309.1","ssuC"
"gene-Y880_RS15335","ssuD"
"cds-WP_003091910.1","ssuD"
"gene-Y880_RS15340","NA"
"cds-WP_010793275.1","NA"
"gene-Y880_RS15345","NA"
"cds-WP_003091915.1","NA"
"gene-Y880_RS15350","NA"
"cds-WP_003091922.1","NA"
"gene-Y880_RS15355","NA"
"cds-WP_003102304.1","NA"
"gene-Y880_RS15360","NA"
"cds-WP_004345264.1","NA"
"gene-Y880_RS15365","NA"
"cds-WP_003114495.1","NA"
"gene-Y880_RS15370","NA"
"cds-WP_003117539.1","NA"
"gene-Y880_RS15375","NA"
"cds-WP_016253112.1","NA"
"gene-Y880_RS15380","NA"
"cds-WP_016253111.1","NA"
"gene-Y880_RS15385","NA"
"cds-WP_003102299.1","NA"
"gene-Y880_RS15390","pap"
"cds-WP_003102298.1","pap"
"gene-Y880_RS15395","NA"
"cds-WP_003091936.1","NA"
"gene-Y880_RS15400","NA"
"cds-Y880_RS15400","NA"
"gene-Y880_RS15405","NA"
"cds-Y880_RS15405","NA"
"gene-Y880_RS15410","NA"
"cds-WP_003091943.1","NA"
"gene-Y880_RS15415","NA"
"cds-WP_016253109.1","NA"
"gene-Y880_RS15420","NA"
"cds-WP_003111433.1","NA"
"gene-Y880_RS15425","NA"
"cds-WP_003111432.1","NA"
"gene-Y880_RS15430","NA"
"cds-WP_016253108.1","NA"
"gene-Y880_RS15435","NA"
"cds-WP_003091959.1","NA"
"gene-Y880_RS15440","NA"
"cds-WP_016253107.1","NA"
"gene-Y880_RS15445","NA"
"cds-WP_003103747.1","NA"
"gene-Y880_RS15450","NA"
"cds-WP_003122185.1","NA"
"gene-Y880_RS15455","NA"
"cds-WP_003113893.1","NA"
"gene-Y880_RS15460","NA"
"cds-WP_003103754.1","NA"
"gene-Y880_RS15465","NA"
"cds-WP_003103756.1","NA"
"gene-Y880_RS15470","NA"
"cds-WP_003113894.1","NA"
"gene-Y880_RS15475","NA"
"cds-WP_003103761.1","NA"
"gene-Y880_RS15480","NA"
"cds-WP_024099830.1","NA"
"gene-Y880_RS15485","NA"
"cds-WP_003103763.1","NA"
"gene-Y880_RS15490","rarD"
"cds-WP_003103767.1","rarD"
"gene-Y880_RS15495","NA"
"cds-WP_003092000.1","NA"
"gene-Y880_RS15500","NA"
"cds-WP_003092003.1","NA"
"gene-Y880_RS15505","NA"
"cds-WP_003111059.1","NA"
"gene-Y880_RS15510","NA"
"cds-WP_003119559.1","NA"
"gene-Y880_RS15515","NA"
"cds-WP_003092007.1","NA"
"gene-Y880_RS15520","NA"
"cds-WP_003092013.1","NA"
"gene-Y880_RS15525","NA"
"cds-Y880_RS15525","NA"
"gene-Y880_RS15530","NA"
"cds-WP_003092017.1","NA"
"gene-Y880_RS15535","NA"
"cds-WP_016253106.1","NA"
"gene-Y880_RS15540","metG"
"cds-WP_015649272.1","metG"
"gene-Y880_RS15545","NA"
"cds-WP_003117530.1","NA"
"gene-Y880_RS15550","NA"
"cds-WP_003092026.1","NA"
"gene-Y880_RS15555","NA"
"cds-WP_003113900.1","NA"
"gene-Y880_RS15560","NA"
"cds-WP_003092041.1","NA"
"gene-Y880_RS15565","NA"
"cds-WP_003103780.1","NA"
"gene-Y880_RS15570","NA"
"cds-Y880_RS15570","NA"
"gene-Y880_RS15575","NA"
"cds-WP_003092045.1","NA"
"gene-Y880_RS15580","NA"
"cds-WP_003119556.1","NA"
"gene-Y880_RS15585","NA"
"cds-WP_003107418.1","NA"
"gene-Y880_RS15590","nth"
"cds-WP_003092050.1","nth"
"gene-Y880_RS15595","NA"
"cds-WP_003092052.1","NA"
"gene-Y880_RS15600","NA"
"cds-WP_003163207.1","NA"
"gene-Y880_RS15605","NA"
"cds-WP_003163206.1","NA"
"gene-Y880_RS15610","NA"
"cds-WP_003112911.1","NA"
"gene-Y880_RS15615","NA"
"cds-WP_010793283.1","NA"
"gene-Y880_RS15620","NA"
"cds-WP_003112909.1","NA"
"gene-Y880_RS15625","NA"
"cds-WP_010793284.1","NA"
"gene-Y880_RS15630","NA"
"cds-WP_003453560.1","NA"
"gene-Y880_RS15635","NA"
"cds-WP_016253104.1","NA"
"gene-Y880_RS15640","NA"
"cds-WP_003130116.1","NA"
"gene-Y880_RS15645","NA"
"cds-WP_003130114.1","NA"
"gene-Y880_RS15650","NA"
"cds-WP_003112903.1","NA"
"gene-Y880_RS15655","NA"
"cds-WP_003112902.1","NA"
"gene-Y880_RS15660","NA"
"cds-Y880_RS15660","NA"
"gene-Y880_RS15665","NA"
"cds-WP_003112900.1","NA"
"gene-Y880_RS15670","NA"
"cds-WP_003112899.1","NA"
"gene-Y880_RS15675","NA"
"cds-WP_003112898.1","NA"
"gene-Y880_RS15680","NA"
"cds-WP_003112897.1","NA"
"gene-Y880_RS15685","NA"
"cds-WP_003130104.1","NA"
"gene-Y880_RS15690","NA"
"cds-WP_003092054.1","NA"
"gene-Y880_RS15695","NA"
"cds-WP_003092055.1","NA"
"gene-Y880_RS15700","purB"
"cds-WP_004345327.1","purB"
"gene-Y880_RS15705","NA"
"cds-WP_003112894.1","NA"
"gene-Y880_RS15710","NA"
"cds-WP_004345331.1","NA"
"gene-Y880_RS15715","NA"
"cds-WP_003092060.1","NA"
"gene-Y880_RS15720","NA"
"cds-WP_003162728.1","NA"
"gene-Y880_RS15725","NA"
"cds-WP_016253102.1","NA"
"gene-Y880_RS15730","NA"
"cds-WP_016253101.1","NA"
"gene-Y880_RS15735","gloA"
"cds-WP_003110007.1","gloA"
"gene-Y880_RS15740","NA"
"cds-WP_003092065.1","NA"
"gene-Y880_RS15745","NA"
"cds-WP_016253100.1","NA"
"gene-Y880_RS15750","NA"
"cds-WP_016253099.1","NA"
"gene-Y880_RS15755","rnt"
"cds-WP_003092070.1","rnt"
"gene-Y880_RS15760","NA"
"cds-WP_003092073.1","NA"
"gene-Y880_RS15765","NA"
"cds-WP_003092075.1","NA"
"gene-Y880_RS15770","bfr"
"cds-WP_003092078.1","bfr"
"gene-Y880_RS15775","NA"
"cds-WP_015649282.1","NA"
"gene-Y880_RS15780","grxD"
"cds-WP_003092082.1","grxD"
"gene-Y880_RS15785","NA"
"cds-WP_016253098.1","NA"
"gene-Y880_RS15790","NA"
"cds-WP_016253097.1","NA"
"gene-Y880_RS15795","NA"
"cds-WP_003119546.1","NA"
"gene-Y880_RS15800","argF"
"cds-WP_003092090.1","argF"
"gene-Y880_RS15805","NA"
"cds-WP_003092092.1","NA"
"gene-Y880_RS15810","NA"
"cds-WP_003092094.1","NA"
"gene-Y880_RS15815","NA"
"cds-WP_003110461.1","NA"
"gene-Y880_RS15820","NA"
"cds-WP_003119545.1","NA"
"gene-Y880_RS15825","NA"
"cds-WP_016253096.1","NA"
"gene-Y880_RS15830","NA"
"cds-Y880_RS15830","NA"
"gene-Y880_RS15835","NA"
"cds-WP_003110464.1","NA"
"gene-Y880_RS15840","NA"
"cds-Y880_RS15840","NA"
"gene-Y880_RS15845","NA"
"cds-WP_016253094.1","NA"
"gene-Y880_RS15850","NA"
"cds-WP_016253093.1","NA"
"gene-Y880_RS15855","NA"
"cds-WP_071534019.1","NA"
"gene-Y880_RS15860","NA"
"cds-Y880_RS15860","NA"
"gene-Y880_RS15865","NA"
"cds-WP_003092111.1","NA"
"gene-Y880_RS15870","NA"
"cds-Y880_RS15870","NA"
"gene-Y880_RS15875","NA"
"cds-WP_003092113.1","NA"
"gene-Y880_RS15880","NA"
"cds-Y880_RS15880","NA"
"gene-Y880_RS15885","NA"
"cds-WP_003112880.1","NA"
"gene-Y880_RS15890","NA"
"cds-WP_003119539.1","NA"
"gene-Y880_RS15895","NA"
"cds-WP_033893712.1","NA"
"gene-Y880_RS15900","NA"
"cds-WP_016253092.1","NA"
"gene-Y880_RS15905","NA"
"cds-WP_003112876.1","NA"
"gene-Y880_RS15910","NA"
"cds-WP_003110472.1","NA"
"gene-Y880_RS15915","NA"
"cds-WP_016253091.1","NA"
"gene-Y880_RS15920","NA"
"cds-Y880_RS15920","NA"
"gene-Y880_RS15925","pfkB"
"cds-WP_003143313.1","pfkB"
"gene-Y880_RS15930","NA"
"cds-Y880_RS15930","NA"
"gene-Y880_RS15935","NA"
"cds-WP_003104372.1","NA"
"gene-Y880_RS15940","NA"
"cds-WP_003104370.1","NA"
"gene-Y880_RS15945","NA"
"cds-WP_003111769.1","NA"
"gene-Y880_RS15950","NA"
"cds-WP_003092132.1","NA"
"gene-Y880_RS15955","NA"
"cds-WP_003104358.1","NA"
"gene-Y880_RS15960","NA"
"cds-WP_003104356.1","NA"
"gene-Y880_RS15965","prpE"
"cds-WP_003104354.1","prpE"
"gene-Y880_RS15970","mmsB"
"cds-Y880_RS15970","mmsB"
"gene-Y880_RS15975","mmsA"
"cds-WP_009876901.1","mmsA"
"gene-Y880_RS15980","NA"
"cds-WP_003122160.1","NA"
"gene-Y880_RS15985","NA"
"cds-WP_003104346.1","NA"
"gene-Y880_RS15990","NA"
"cds-WP_003092150.1","NA"
"gene-Y880_RS15995","NA"
"cds-WP_016253089.1","NA"
"gene-Y880_RS16000","NA"
"cds-WP_003092153.1","NA"
"gene-Y880_RS16005","NA"
"cds-WP_003092155.1","NA"
"gene-Y880_RS16010","NA"
"cds-WP_003117503.1","NA"
"gene-Y880_RS16015","NA"
"cds-Y880_RS16015","NA"
"gene-Y880_RS16020","NA"
"cds-Y880_RS16020","NA"
"gene-Y880_RS16025","NA"
"cds-WP_042172540.1","NA"
"gene-Y880_RS16030","NA"
"cds-WP_003159513.1","NA"
"gene-Y880_RS16035","glpK"
"cds-WP_003092161.1","glpK"
"gene-Y880_RS16040","NA"
"cds-WP_003098459.1","NA"
"gene-Y880_RS16045","NA"
"cds-WP_003092166.1","NA"
"gene-Y880_RS16050","glpK"
"cds-WP_003092168.1","glpK"
"gene-Y880_RS16055","NA"
"cds-WP_071534180.1","NA"
"gene-Y880_RS16060","NA"
"cds-WP_003092173.1","NA"
"gene-Y880_RS16065","NA"
"cds-WP_003098460.1","NA"
"gene-Y880_RS16070","NA"
"cds-WP_016253088.1","NA"
"gene-Y880_RS16075","NA"
"cds-WP_003098462.1","NA"
"gene-Y880_RS16080","NA"
"cds-WP_003092181.1","NA"
"gene-Y880_RS16085","NA"
"cds-WP_003098463.1","NA"
"gene-Y880_RS16090","NA"
"cds-WP_016253087.1","NA"
"gene-Y880_RS16095","NA"
"cds-WP_016253086.1","NA"
"gene-Y880_RS16100","NA"
"cds-WP_016253085.1","NA"
"gene-Y880_RS16105","NA"
"cds-WP_016253084.1","NA"
"gene-Y880_RS16110","NA"
"cds-WP_016253083.1","NA"
"gene-Y880_RS16115","NA"
"cds-WP_003092195.1","NA"
"gene-Y880_RS16120","NA"
"cds-WP_003159508.1","NA"
"gene-Y880_RS16125","NA"
"cds-WP_016253082.1","NA"
"gene-Y880_RS16130","NA"
"cds-WP_003119362.1","NA"
"gene-Y880_RS16135","NA"
"cds-WP_003109706.1","NA"
"gene-Y880_RS16140","NA"
"cds-WP_003092205.1","NA"
"gene-Y880_RS16145","NA"
"cds-WP_003092207.1","NA"
"gene-Y880_RS16150","NA"
"cds-WP_003092209.1","NA"
"gene-Y880_RS16155","NA"
"cds-WP_003092213.1","NA"
"gene-Y880_RS16160","NA"
"cds-WP_003092223.1","NA"
"gene-Y880_RS16165","NA"
"cds-WP_003092226.1","NA"
"gene-Y880_RS16170","NA"
"cds-WP_003092229.1","NA"
"gene-Y880_RS16175","NA"
"cds-WP_079276186.1","NA"
"gene-Y880_RS16180","NA"
"cds-WP_003109705.1","NA"
"gene-Y880_RS16185","NA"
"cds-WP_003119359.1","NA"
"gene-Y880_RS16190","NA"
"cds-WP_003092241.1","NA"
"gene-Y880_RS16195","NA"
"cds-WP_003092244.1","NA"
"gene-Y880_RS16200","NA"
"cds-WP_019371539.1","NA"
"gene-Y880_RS16205","NA"
"cds-WP_003092248.1","NA"
"gene-Y880_RS16210","NA"
"cds-WP_003092249.1","NA"
"gene-Y880_RS16215","NA"
"cds-WP_016253080.1","NA"
"gene-Y880_RS16220","NA"
"cds-WP_003098484.1","NA"
"gene-Y880_RS16225","NA"
"cds-WP_003092255.1","NA"
"gene-Y880_RS16230","NA"
"cds-WP_003098485.1","NA"
"gene-Y880_RS16235","recA"
"cds-WP_003092260.1","recA"
"gene-Y880_RS16240","NA"
"cds-WP_003092262.1","NA"
"gene-Y880_RS16245","NA"
"cds-WP_003098486.1","NA"
"gene-Y880_RS16250","NA"
"cds-WP_071536043.1","NA"
"gene-Y880_RS16255","mutS"
"cds-WP_003113873.1","mutS"
"gene-Y880_RS16260","NA"
"cds-WP_003092272.1","NA"
"gene-Y880_RS16265","NA"
"cds-WP_003113871.1","NA"
"gene-Y880_RS16270","NA"
"cds-WP_003115226.1","NA"
"gene-Y880_RS16275","pcm"
"cds-WP_015649078.1","pcm"
"gene-Y880_RS16280","NA"
"cds-WP_003092341.1","NA"
"gene-Y880_RS16285","NA"
"cds-WP_016253078.1","NA"
"gene-Y880_RS16290","NA"
"cds-WP_003098560.1","NA"
"gene-Y880_RS16295","fghA"
"cds-WP_003113869.1","fghA"
"gene-Y880_RS16300","NA"
"cds-WP_003092351.1","NA"
"gene-Y880_RS16305","NA"
"cds-WP_003098564.1","NA"
"gene-Y880_RS16310","NA"
"cds-WP_010793358.1","NA"
"gene-Y880_RS16315","NA"
"cds-WP_003092358.1","NA"
"gene-Y880_RS16320","NA"
"cds-WP_003092359.1","NA"
"gene-Y880_RS16325","NA"
"cds-WP_003098569.1","NA"
"gene-Y880_RS16330","NA"
"cds-WP_003092364.1","NA"
"gene-Y880_RS16335","NA"
"cds-WP_003092365.1","NA"
"gene-Y880_RS16340","pyrG"
"cds-WP_003092366.1","pyrG"
"gene-Y880_RS16345","tilS"
"cds-WP_004351378.1","tilS"
"gene-Y880_RS16350","NA"
"cds-WP_003109333.1","NA"
"gene-Y880_RS16355","NA"
"cds-WP_003098578.1","NA"
"gene-Y880_RS16360","NA"
"cds-WP_003092370.1","NA"
"gene-Y880_RS16365","NA"
"cds-WP_003098580.1","NA"
"gene-Y880_RS16370","NA"
"cds-WP_003113865.1","NA"
"gene-Y880_RS16375","NA"
"cds-WP_003092373.1","NA"
"gene-Y880_RS16380","fabZ"
"cds-WP_003092375.1","fabZ"
"gene-Y880_RS16385","lpxD"
"cds-WP_003098585.1","lpxD"
"gene-Y880_RS16390","NA"
"cds-WP_003098586.1","NA"
"gene-Y880_RS16395","bamA"
"cds-WP_003098590.1","bamA"
"gene-Y880_RS16400","NA"
"cds-WP_016253077.1","NA"
"gene-Y880_RS16405","NA"
"cds-WP_003113864.1","NA"
"gene-Y880_RS16410","NA"
"cds-WP_016253076.1","NA"
"gene-Y880_RS16415","uppS"
"cds-WP_003113863.1","uppS"
"gene-Y880_RS16420","NA"
"cds-WP_003092390.1","NA"
"gene-Y880_RS16425","NA"
"cds-WP_003092391.1","NA"
"gene-Y880_RS16430","NA"
"cds-WP_003092393.1","NA"
"gene-Y880_RS16435","rpsB"
"cds-WP_003092394.1","rpsB"
"gene-Y880_RS16440","map"
"cds-WP_003092395.1","map"
"gene-Y880_RS16445","NA"
"cds-WP_003113862.1","NA"
"gene-Y880_RS16450","NA"
"cds-WP_003092403.1","NA"
"gene-Y880_RS16455","NA"
"cds-WP_003109341.1","NA"
"gene-Y880_RS16460","NA"
"cds-WP_033893718.1","NA"
"gene-Y880_RS16465","NA"
"cds-WP_003098613.1","NA"
"gene-Y880_RS16470","NA"
"cds-WP_003098616.1","NA"
"gene-Y880_RS16475","NA"
"cds-WP_003109343.1","NA"
"gene-Y880_RS16480","NA"
"cds-WP_016253075.1","NA"
"gene-Y880_RS16485","dapD"
"cds-WP_016253074.1","dapD"
"gene-Y880_RS16490","NA"
"cds-WP_003098634.1","NA"
"gene-Y880_RS16495","NA"
"cds-WP_003092439.1","NA"
"gene-Y880_RS16500","NA"
"cds-WP_016253073.1","NA"
"gene-Y880_RS16505","NA"
"cds-WP_016253072.1","NA"
"gene-Y880_RS16510","NA"
"cds-WP_003117479.1","NA"
"gene-Y880_RS16515","NA"
"cds-WP_003119338.1","NA"
"gene-Y880_RS16520","NA"
"cds-WP_003113856.1","NA"
"gene-Y880_RS16525","NA"
"cds-WP_003098642.1","NA"
"gene-Y880_RS16530","NA"
"cds-WP_003098644.1","NA"
"gene-Y880_RS16535","NA"
"cds-WP_016253071.1","NA"
"gene-Y880_RS16540","NA"
"cds-WP_003092466.1","NA"
"gene-Y880_RS16545","NA"
"cds-WP_003092468.1","NA"
"gene-Y880_RS16550","NA"
"cds-WP_003117476.1","NA"
"gene-Y880_RS16555","NA"
"cds-WP_003119335.1","NA"
"gene-Y880_RS16560","NA"
"cds-WP_003119334.1","NA"
"gene-Y880_RS16565","NA"
"cds-WP_003117473.1","NA"
"gene-Y880_RS16570","NA"
"cds-WP_003098658.1","NA"
"gene-Y880_RS16575","NA"
"cds-WP_033893719.1","NA"
"gene-Y880_RS16580","tsaB"
"cds-WP_095867000.1","tsaB"
"gene-Y880_RS16585","NA"
"cds-WP_003092485.1","NA"
"gene-Y880_RS16590","NA"
"cds-WP_016253070.1","NA"
"gene-Y880_RS16595","NA"
"cds-WP_003092488.1","NA"
"gene-Y880_RS16600","cadR"
"cds-WP_003117472.1","cadR"
"gene-Y880_RS16605","NA"
"cds-WP_016253069.1","NA"
"gene-Y880_RS16610","NA"
"cds-WP_003092495.1","NA"
"gene-Y880_RS16615","NA"
"cds-WP_003092499.1","NA"
"gene-Y880_RS16620","NA"
"cds-WP_016253068.1","NA"
"gene-Y880_RS16625","NA"
"cds-WP_003092509.1","NA"
"gene-Y880_RS16630","NA"
"cds-WP_016253067.1","NA"
"gene-Y880_RS16635","NA"
"cds-WP_003113847.1","NA"
"gene-Y880_RS16640","NA"
"cds-WP_003092515.1","NA"
"gene-Y880_RS16645","NA"
"cds-WP_009876937.1","NA"
"gene-Y880_RS16650","NA"
"cds-WP_003092520.1","NA"
"gene-Y880_RS16655","lysS"
"cds-WP_003103728.1","lysS"
"gene-Y880_RS16660","NA"
"cds-WP_010895661.1","NA"
"cds-WP_010895661.1","NA"
"gene-Y880_RS16665","NA"
"cds-WP_003103734.1","NA"
"gene-Y880_RS16670","NA"
"cds-WP_003092534.1","NA"
"gene-Y880_RS16675","NA"
"cds-WP_016253066.1","NA"
"gene-Y880_RS16680","NA"
"cds-WP_003103738.1","NA"
"gene-Y880_RS16685","NA"
"cds-WP_016253065.1","NA"
"gene-Y880_RS16690","NA"
"cds-WP_003137965.1","NA"
"gene-Y880_RS16695","NA"
"cds-WP_003106291.1","NA"
"gene-Y880_RS16700","NA"
"cds-WP_003106293.1","NA"
"gene-Y880_RS16705","NA"
"cds-WP_016253064.1","NA"
"gene-Y880_RS16710","NA"
"cds-WP_003092552.1","NA"
"gene-Y880_RS16715","NA"
"cds-WP_016253063.1","NA"
"gene-Y880_RS16720","NA"
"cds-WP_016253062.1","NA"
"gene-Y880_RS16725","NA"
"cds-WP_016253061.1","NA"
"gene-Y880_RS16730","NA"
